datetimestamp,mptlat,mptlon
2/11/08,2.68,-120.31
2/12/08,3.09,-119.81
2/13/08,3.4,-119.66
2/14/08,3.32,-119.49
2/15/08,2.88,-119.08
2/16/08,2.03,-118.7
2/17/08,1.02,-118.12
2/18/08,0.03,-117.59
2/19/08,-0.68,-116.42
2/20/08,-1.21,-115.84
2/21/08,-1.48,-115.45
2/22/08,-1.33,-114.61
2/23/08,-1.27,-114.73
2/24/08,-1.07,-113.82
2/25/08,-0.95,-113.12
2/26/08,-1,-112.6
2/27/08,-1.29,-112.68
2/28/08,-1.41,-111.65
2/29/08,-1.36,-110.92
3/1/08,-1.23,-110.51
3/2/08,-1.04,-109.71
3/4/08,-0.74,-109.29
3/6/08,-0.37,-108.7
3/7/08,-0.27,-108.05
3/8/08,-0.16,-107.38
3/9/08,-0.19,-107.84
3/10/08,-0.31,-107.52
3/11/08,-0.49,-107.3
3/12/08,-0.7,-107.13
3/13/08,-1.05,-107
3/14/08,-1.5,-107.16
3/15/08,-1.97,-107.44
3/16/08,-2.3,-107.03
3/17/08,-2.46,-106.45
3/18/08,-2.57,-105.83
3/19/08,-2.73,-104.62
3/21/08,-3.08,-103.28
3/22/08,-3.18,-102.91
3/25/08,-3.48,-101.73
3/26/08,-3.57,-101.5
3/27/08,-3.65,-101.05
3/28/08,-3.71,-101.32
3/29/08,-3.75,-101.59
3/30/08,-3.76,-101.22
3/31/08,-3.63,-101.15
4/1/08,-3.41,-101.35
4/2/08,-3.23,-101.02
4/3/08,-2.98,-100.2
4/4/08,-2.6,-99.62
4/5/08,-2.14,-99.24
4/6/08,-1.71,-98.54
4/8/08,-1.42,-97.71
4/9/08,-1.34,-98.28
4/10/08,-1.34,-97.82
4/12/08,-1.23,-97.9
4/13/08,-1.38,-96.7
4/14/08,-1.21,-96.4
4/15/08,-1.03,-96.26
4/16/08,-0.87,-96.32
4/17/08,-0.7,-96.39
4/18/08,-0.51,-95.72
4/19/08,-0.44,-95.11
4/20/08,-0.63,-94.5
4/21/08,-0.72,-93.84
4/22/08,-0.89,-93.12
4/23/08,-1,-93.33
4/24/08,-1.28,-92.82
4/25/08,-1.58,-92.58
4/26/08,-1.94,-92.35
4/27/08,-2.22,-92.04
4/28/08,-2.29,-91.83
4/29/08,-2.33,-91.52
4/30/08,-2.64,-90.63
5/1/08,-2.61,-90.7
5/2/08,-2.81,-89.33
5/3/08,-3.03,-87.39
5/5/08,-3.31,-85.23
5/6/08,-3.48,-84.56
5/7/08,-3.4,-84.03
5/8/08,-3.12,-83.84
5/9/08,-2.78,-83.96
5/10/08,-2.5,-83.9
5/11/08,-2.29,-83.82
5/12/08,-1.87,-84.02
5/13/08,-1.4,-83.79
5/14/08,-1.22,-83.17
5/15/08,-0.9,-83.16
5/16/08,-0.71,-82.95
5/17/08,-0.31,-82.69
5/18/08,-0.22,-81.85
5/19/08,-0.37,-82.01
5/20/08,-0.73,-82.44
5/21/08,-1.07,-82.45
5/22/08,-1.13,-82.27
5/23/08,-1.13,-82.22
5/24/08,-1.02,-83.04
5/25/08,-1.03,-82.99
5/26/08,-1.05,-82.67
5/27/08,-1.02,-82.44
5/28/08,-0.91,-82.03
5/29/08,-0.93,-81.92
5/30/08,-0.92,-82.55
5/31/08,-1.1,-82.57
6/1/08,-1.08,-82.68
6/2/08,-0.91,-82.77
6/3/08,-0.71,-82.86
6/4/08,-0.35,-82.89
6/5/08,0.05,-83.3
6/6/08,-0.26,-83.15
6/7/08,-0.56,-83.34
6/8/08,-0.97,-83.34
6/9/08,-1.25,-83.89
6/10/08,-1.58,-83.58
6/11/08,-1.57,-82.61
6/13/08,-0.91,-83.46
6/14/08,-0.76,-83.86
6/15/08,-0.69,-83.64
6/16/08,-0.62,-83.03
6/17/08,-0.08,-82.68
6/18/08,0.13,-82.24
6/19/08,-0.19,-82.19
6/20/08,-0.53,-83.34
6/21/08,-0.79,-84.02
6/22/08,-0.92,-85.07
6/23/08,-1.48,-85.94
6/24/08,-1.93,-87.03
6/25/08,-2.67,-86.79
6/26/08,-2.78,-87.25
6/27/08,-2.46,-88.18
6/28/08,-2.25,-87.88
6/29/08,-2.3,-86.93
6/30/08,-2.31,-86.41
7/1/08,-1.86,-86.53
7/2/08,-1.14,-86.41
7/3/08,-0.45,-86.06
7/4/08,-0.44,-86.08
7/5/08,-0.39,-86.79
7/7/08,-0.01,-89.01
7/8/08,0.28,-89.28
7/9/08,0.98,-89.46
7/10/08,1.04,-89.97
7/11/08,0.62,-91.31
7/12/08,0.04,-91.37
7/13/08,0.2,-91.64
7/14/08,0.42,-91.52
7/15/08,0.54,-91.62
7/16/08,0.79,-91.65
7/17/08,0.69,-91.5
7/18/08,0.93,-91.15
7/19/08,1.69,-91.58
7/20/08,1.67,-90.69
7/21/08,1.72,-91.38
7/22/08,1.59,-90.53
7/23/08,1,-91.26
7/24/08,0.31,-92.07
7/25/08,-0.04,-92.41
7/26/08,-0.4,-92.29
7/27/08,-0.7,-92.06
7/28/08,-0.89,-92.48
7/29/08,-1.16,-92.98
7/30/08,-1.74,-93.43
7/31/08,-2.47,-93.4
8/1/08,-2.75,-93.62
8/2/08,-2.76,-93.73
8/3/08,-2.52,-94.04
8/4/08,-2.22,-93.88
8/5/08,-1.53,-94.34
8/6/08,-0.97,-95.62
8/7/08,-0.67,-97.37
8/8/08,-0.73,-97.46
8/11/08,0.3,-99.37
8/12/08,0.74,-99.61
8/13/08,1.26,-100.11
8/14/08,1.3,-100.09
8/15/08,1.14,-100.38
8/16/08,0.81,-100.5
8/17/08,0.13,-100.31
8/18/08,-0.81,-99.75
8/19/08,-1.37,-99.33
8/20/08,-1.85,-99.33
8/21/08,-2.49,-99.97
8/22/08,-2.97,-100.84
8/23/08,-3.21,-101.82
8/24/08,-3.28,-102.69
8/25/08,-3.18,-103.38
8/26/08,-3.01,-103.58
8/27/08,-2.79,-103.77
8/28/08,-2.52,-104.21
8/29/08,-2.26,-103.86
8/30/08,-1.82,-103.78
8/31/08,-1.38,-104.08
9/1/08,-1.13,-105.04
9/2/08,-1.11,-106.72
9/3/08,-1.33,-107.2
9/4/08,-1.61,-106.83
9/5/08,-1.71,-107.42
9/6/08,-1.63,-108.69
9/7/08,-1.52,-110.25
9/8/08,-1.48,-111.32
9/10/08,-1.8,-113.73
9/11/08,-2.08,-114.7
9/12/08,-2.35,-114.98
9/13/08,-2.65,-115.11
9/14/08,-3.04,-115.85
9/15/08,-3.44,-116.32
9/16/08,-3.82,-117.31
9/17/08,-4.2,-117.1
9/18/08,-4.5,-117.95
9/19/08,-4.81,-119.03
9/20/08,-5.11,-120.36
9/21/08,-5.39,-121.27
9/22/08,-5.66,-121.64
9/23/08,-5.93,-122.53
9/24/08,-6.16,-123.09
9/25/08,-6.33,-123.56
9/27/08,-6.57,-124.78
9/28/08,-6.55,-126.24
9/29/08,-6.48,-127.49
9/30/08,-6.37,-128.41
10/1/08,-6.15,-128.83
10/2/08,-6.01,-129.96
10/3/08,-5.8,-131.11
10/4/08,-5.51,-131.76
10/6/08,-4.95,-132.53
10/19/08,-5.09,-145.77
10/21/08,-5.21,-148.25
10/22/08,-5.21,-149.14
10/24/08,-5.11,-151.1
10/25/08,-5.13,-152.03
10/27/08,-4.9,-153.2
10/29/08,-4.62,-153.72
10/30/08,-4.77,-154.34
11/2/08,-5.11,-155.73
11/4/08,-4.66,-158.09
11/5/08,-3.97,-158.47
11/6/08,-3.55,-158.99
11/7/08,-3.2,-159.74
11/8/08,-2.57,-159.64
11/9/08,-2.04,-159.49
11/10/08,-1.46,-159.01
11/11/08,-1.08,-158.83
11/12/08,-0.85,-158.85
11/13/08,-0.77,-159.09
11/14/08,-0.94,-159.85
11/15/08,-0.88,-159.97
11/17/08,-0.75,-160.05
11/18/08,-0.76,-160.14
11/19/08,-0.7,-159.9
11/20/08,-0.62,-159.6
11/22/08,-1.09,-160.05
11/23/08,-1.52,-160.34
11/24/08,-1.85,-159.67
11/25/08,-2.42,-159.39
11/29/08,-6.06,-159.97
11/30/08,-6.78,-160.25
12/2/08,-7.95,-161
12/3/08,-8.56,-161.55
12/4/08,-9.04,-161.95
12/5/08,-9.42,-161.85
12/6/08,-9.57,-161.82
12/7/08,-9.53,-161.85
12/8/08,-9.25,-161.26
12/9/08,-9.29,-161.03
12/10/08,-9.31,-160.81
12/11/08,-9.71,-160.76
12/12/08,-9.92,-160.29
12/13/08,-10.25,-160.1
12/15/08,-11.35,-160.47
12/16/08,-11.88,-160.77
12/23/08,-15.56,-158.07
12/27/08,-15.52,-156.85
12/30/08,-15.91,-155.16
12/31/08,-15.86,-155.08
1/2/09,-16.05,-154.53
1/3/09,-15.79,-153.86
1/5/09,-16.02,-155.2
1/6/09,-15.4,-154.64
1/7/09,-14.66,-153.93
1/8/09,-13.88,-153.28
1/9/09,-13.41,-153.11
1/10/09,-13.08,-152.85
1/11/09,-12.62,-152.46
1/12/09,-12.17,-152.06
1/14/09,-11.53,-151.81
1/16/09,-10.72,-151.21
1/17/09,-10.23,-150.65
1/18/09,-9.83,-150.3
1/19/09,-9.74,-150.28
1/20/09,-9.79,-150.22
1/22/09,-10.31,-150.37
1/25/09,-10.2,-150.9
2/4/09,-6.09,-144.59
2/7/09,-5.62,-143.34
2/8/09,-5.23,-142.59
2/10/09,-4.57,-140.95
2/11/09,-4.22,-140.35
2/13/09,-3.53,-139.13
2/14/09,-3.06,-138.34
2/15/09,-2.62,-137.64
2/16/09,-2.1,-136.61
2/17/09,-1.88,-136.06
2/21/09,-1.85,-132.54
2/22/09,-2.13,-131.64
2/23/09,-2.25,-130
2/24/09,-2.39,-128.75
2/25/09,-2.44,-128.17
2/26/09,-2.54,-127.48
2/27/09,-2.73,-126.77
2/28/09,-2.8,-125.79
3/1/09,-2.75,-125.3
3/2/09,-2.7,-124.65
3/3/09,-2.57,-124.28
3/4/09,-2.27,-123.93
3/5/09,-1.85,-123.21
3/6/09,-1.23,-122.55
3/7/09,-0.63,-122.04
3/8/09,-0.09,-121.04
3/9/09,0.18,-120.62
3/10/09,0.3,-120.74
3/11/09,0.49,-120.13
3/12/09,0.68,-119.3
3/13/09,0.91,-118.73
3/14/09,1.12,-118.48
3/15/09,1.32,-118.06
3/16/09,1.56,-116.96
3/17/09,1.78,-115.92
3/18/09,1.97,-115.07
3/19/09,2.17,-113.98
3/20/09,2.36,-113.18
3/21/09,2.5,-113.31
3/22/09,2.61,-112.6
3/23/09,2.71,-111.79
3/24/09,2.8,-110.82
3/25/09,2.9,-109.88
3/26/09,2.95,-109.32
3/27/09,2.99,-109.54
3/28/09,3.02,-109.74
3/29/09,3.05,-109
3/30/09,3.08,-108.4
3/31/09,3.12,-108.04
4/1/09,3.12,-107.35
4/2/09,2.99,-106.93
4/3/09,2.9,-106.46
4/4/09,2.8,-106.37
4/6/09,2.52,-103
4/7/09,2.42,-102.07
4/8/09,2.3,-101.31
4/9/09,2.14,-100.37
4/11/09,2.02,-99.68
4/12/09,1.84,-98.94
4/13/09,1.7,-98.82
4/14/09,1.6,-98.21
4/15/09,1.64,-97.79
4/16/09,1.49,-96.65
4/18/09,0.94,-95.95
4/19/09,0.83,-95.75
4/21/09,0.53,-94.92
4/22/09,0.38,-94.2
4/23/09,0.04,-93.35
4/25/09,-0.64,-92.09
4/26/09,-0.93,-91.18
4/27/09,-1.19,-90.4
4/28/09,-1.38,-90.16
4/29/09,-1.53,-89.42
4/30/09,-1.53,-89.03
5/1/09,-1.59,-87.42
5/2/09,-1.81,-86.28
5/3/09,-1.91,-85.7
5/4/09,-1.88,-85.23
5/5/09,-1.8,-85.07
5/6/09,-1.73,-84.98
5/7/09,-2.01,-83.86
5/8/09,-2.13,-83.14
5/9/09,-2.04,-82.88
5/10/09,-2.09,-82.23
5/11/09,-1.96,-82.1
5/12/09,-1.7,-82.12
5/13/09,-1.62,-81.87
5/14/09,-1.46,-81.9
5/15/09,-1.27,-82.11
5/16/09,-1.02,-82.32
5/17/09,-0.58,-82.93
5/18/09,-0.29,-83.12
5/19/09,-0.21,-83.2
5/20/09,-0.29,-83.39
5/21/09,-0.7,-82.89
5/22/09,-0.95,-82.8
5/23/09,-1.25,-82.67
5/24/09,-1.26,-83.29
5/25/09,-1.11,-84.14
5/26/09,-0.97,-84.36
5/27/09,-0.88,-84.73
5/28/09,-0.99,-85.02
5/29/09,-0.88,-85.42
5/30/09,-1.21,-84.44
5/31/09,-1.35,-84.17
6/1/09,-1.25,-83.91
6/2/09,-1.45,-83.98
